Date,Open,High,Low,Close,Volume,Change
2022-02-04,22995.0,29894.0,21005.0,21625.0,9748439.0,
2022-02-07,21227.0,21492.0,18441.0,18972.0,1266835.0,-0.12268208092485544
2022-02-08,18794.0,24632.0,18661.0,21846.0,9934742.0,0.1514864010120176
2022-02-09,21846.0,23526.0,20740.0,21448.0,3690720.0,-0.01821843815801516
2022-02-10,21404.0,23527.0,20829.0,23527.0,3575323.0,0.09693211488250664
2022-02-11,23083.0,25074.0,22464.0,23880.0,4744319.0,0.01500403791388627
2022-02-14,23040.0,23084.0,20784.0,20829.0,1167023.0,-0.1277638190954774
2022-02-15,20828.0,25383.0,20342.0,24101.0,6433888.0,0.15708867444428432
2022-02-16,23748.0,26092.0,23084.0,25296.0,5413061.0,0.049583004854570456
2022-02-17,25030.0,26268.0,22554.0,24323.0,3353459.0,-0.03846457938013914
2022-02-18,24765.0,25472.0,24057.0,24146.0,1550102.0,-0.007277062862311445
2022-02-21,23305.0,24013.0,23128.0,23615.0,819198.0,-0.021991220077859697
2022-02-22,22598.0,23128.0,20917.0,20962.0,997230.0,-0.11234384924835905
2022-02-23,21182.0,21801.0,19988.0,21625.0,883729.0,0.03162866138727227
2022-02-24,22376.0,22597.0,20077.0,20077.0,1164522.0,-0.07158381502890176
2022-02-25,20784.0,21271.0,20121.0,20431.0,558784.0,0.017632116352044536
2022-02-28,20386.0,20651.0,19325.0,19502.0,422604.0,-0.045470118936909554
2022-03-02,19193.0,20077.0,18927.0,19370.0,263947.0,-0.006768536560352811
2022-03-03,19546.0,22066.0,19104.0,19900.0,1440541.0,0.027361899845121274
2022-03-04,19590.0,20121.0,19457.0,19502.0,253336.0,-0.020000000000000018
2022-03-07,18396.0,18794.0,17158.0,17335.0,880967.0,-0.1111168085324582
2022-03-08,17556.0,18308.0,17335.0,17866.0,705819.0,0.03063167003172773
2022-03-10,18220.0,18264.0,17556.0,17601.0,251209.0,-0.014832643009067503
2022-03-11,17600.0,18086.0,17467.0,17556.0,224216.0,-0.0025566729163115642
2022-03-14,17511.0,17556.0,16052.0,16141.0,340426.0,-0.08059922533606745
2022-03-15,15964.0,16362.0,15610.0,15876.0,291931.0,-0.0164178179790595
2022-03-16,16318.0,16583.0,15876.0,16230.0,161337.0,0.02229780801209369
2022-03-17,16715.0,19148.0,16627.0,17733.0,1691784.0,0.09260628465804066
2022-03-18,17865.0,18042.0,17114.0,17291.0,322140.0,-0.02492528055038623
2022-03-21,17468.0,19856.0,17247.0,17999.0,2083371.0,0.040946156960268265
2022-03-22,18131.0,19015.0,17821.0,18662.0,832900.0,0.03683537974331896
2022-03-23,19193.0,19679.0,18441.0,18574.0,631032.0,-0.004715464580430817
2022-03-24,18440.0,18485.0,17954.0,18087.0,327824.0,-0.026219446538171653
2022-03-25,18617.0,19148.0,18043.0,18043.0,457282.0,-0.002432686459888367
2022-03-28,18307.0,19722.0,17865.0,18750.0,877519.0,0.03918417114670514
2022-03-29,18971.0,19281.0,18352.0,18397.0,302894.0,-0.018826666666666658
2022-03-30,18662.0,18706.0,18308.0,18441.0,253713.0,0.00239169429798336
2022-03-31,18661.0,18838.0,18307.0,18352.0,450276.0,-0.004826202483596331
2022-04-01,18263.0,18396.0,17688.0,17733.0,333507.0,-0.03372929380993894
2022-04-04,17910.0,18219.0,17689.0,17866.0,159208.0,0.007500140980093661
2022-04-05,18042.0,19103.0,18042.0,18927.0,471283.0,0.05938654427404
2022-04-06,18661.0,18971.0,18485.0,18485.0,220791.0,-0.023352882126063346
2022-04-07,18352.0,18352.0,17247.0,17247.0,294447.0,-0.06697322153097107
2022-04-08,17290.0,17512.0,16539.0,16716.0,220946.0,-0.030787963124021545
2022-04-11,16715.0,16892.0,16362.0,16362.0,102713.0,-0.021177315147164366
2022-04-12,16229.0,16406.0,15831.0,16097.0,161841.0,-0.0161960640508495
2022-04-13,16141.0,16495.0,15920.0,16495.0,82308.0,0.02472510405665651
2022-04-14,16539.0,17202.0,16539.0,16893.0,184013.0,0.02412852379508945
2022-04-15,16893.0,17114.0,16539.0,16805.0,87615.0,-0.00520925827265728
2022-04-18,17069.0,17069.0,16318.0,16318.0,92148.0,-0.02897947039571558
2022-04-19,16406.0,16583.0,16141.0,16274.0,72473.0,-0.0026964088736364245
2022-04-20,16318.0,16583.0,16230.0,16230.0,65241.0,-0.0027036991520216214
2022-04-21,16185.0,16362.0,15920.0,16053.0,115609.0,-0.010905730129390001
2022-04-22,15920.0,15920.0,15389.0,15699.0,149512.0,-0.02205195290599893
2022-04-25,15167.0,15344.0,14814.0,14814.0,129485.0,-0.05637301738964262
2022-04-26,14947.0,15301.0,14858.0,14903.0,83353.0,0.006007830430673655
2022-04-27,14416.0,14416.0,14018.0,14151.0,132751.0,-0.0504596389988593
2022-04-28,14460.0,15212.0,14283.0,14682.0,151228.0,0.03752384990460045
2022-04-29,14769.0,14902.0,14416.0,14416.0,82417.0,-0.01811742269445582
2022-05-02,14018.0,14416.0,13974.0,14328.0,53179.0,-0.006104328523862335
2022-05-03,14284.0,14637.0,14018.0,14063.0,61734.0,-0.018495254048017884
2022-05-04,13664.0,13841.0,13045.0,13178.0,260133.0,-0.06293109578326106
2022-05-06,12868.0,13620.0,12381.0,12603.0,332424.0,-0.0436333282743967
2022-05-09,12736.0,12824.0,12117.0,12117.0,142169.0,-0.03856224708402767
2022-05-10,11940.0,11940.0,11188.0,11940.0,166430.0,-0.014607576132706135
2022-05-11,12028.0,12028.0,11453.0,11675.0,104830.0,-0.022194304857621416
2022-05-12,11408.0,11718.0,10745.0,10834.0,198420.0,-0.07203426124196999
2022-05-13,11011.0,11188.0,10878.0,10967.0,91126.0,0.012276167620454137
2022-05-16,11187.0,11585.0,11143.0,11232.0,121513.0,0.02416339928877531
2022-05-17,11320.0,11453.0,11099.0,11365.0,55775.0,0.011841168091168086
2022-05-18,11409.0,11940.0,11232.0,11498.0,140520.0,0.011702595688517281
2022-05-19,11055.0,11232.0,10878.0,11144.0,85081.0,-0.030787963124021545
2022-05-20,11144.0,13444.0,11144.0,12648.0,1412842.0,0.13496051687006472
2022-05-23,12382.0,13001.0,12205.0,12471.0,339336.0,-0.013994307400379546
2022-05-24,12647.0,13134.0,12338.0,12515.0,420469.0,0.003528185390105021
2022-05-25,12868.0,13664.0,12559.0,12692.0,533338.0,0.01414302836596093
2022-05-26,12868.0,13222.0,12558.0,12780.0,192815.0,0.006933501418216137
