Code,Name,Market,SecuGroup,ListingDate,DelistingDate,Reason,Industry,ToSymbol,ToName,source
75802BB4,IBK 국민참여정책형뉴딜 혼합자산 C,KOSPI,수익증권,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082990,아이비케이자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
75801BBC,IBK국민참여정책형뉴딜혼합자산2호A,KOSPI,수익증권,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082990,아이비케이자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
75802BBC,IBK국민참여정책형뉴딜혼합자산2호C,KOSPI,수익증권,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082990,아이비케이자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
003560,IHQ,KOSPI,주권,1973-12-18,2026-01-15,감사의견 의견거절 2년 계속,오락·문화,,,FinanceDataReader.StockListing(KRX-DELISTING)
17533013,JB금융지주2R,KOSPI,신주인수권증서,2013-12-18,2013-12-26,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
17533014,JB금융지주4R,KOSPI,신주인수권증서,2014-08-18,2014-08-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
204210,JK리버스톤리츠,KOSPI,부동산투자회사,2016-09-22,2026-06-12,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",부동산,,,FinanceDataReader.StockListing(KRX-DELISTING)
005560,JS전선,KOSPI,주권,2007-11-12,2014-04-10,신청에 의한 상장폐지,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
0010621W,JW중외제약 1WR,KOSPI,신주인수권증권,2009-10-13,2012-08-29,신주인수권증권 행사기간 및 행사의 만료,,001060,JW중외제약,FinanceDataReader.StockListing(KRX-DELISTING)
71901B96,KB 와이즈 스타 부동산 자 2 A,KOSPI,수익증권,2019-09-23,2022-12-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71902B96,KB 와이즈 스타 부동산 자 2 C-F,KOSPI,수익증권,2019-09-23,2022-12-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71903B96,KB 와이즈 스타 부동산 자 2 C-I,KOSPI,수익증권,2019-09-23,2022-12-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71901BB4,KB국민참여뉴딜,KOSPI,수익증권,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71901BBC,KB국민참여뉴딜2A,KOSPI,수익증권,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71902BBC,KB국민참여뉴딜2C,KOSPI,수익증권,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
1055602W,KB금융 3R,KOSPI,신주인수권증서,2009-08-10,2009-08-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
71901A58,KB서울햇빛발전소특별자산,KOSPI,수익증권,2015-10-22,2018-07-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
002550,KB손해보험,KOSPI,주권,1976-07-05,2017-07-21,지주회사(최대주주등)의 완전자회사화 등,보험,,,FinanceDataReader.StockListing(KRX-DELISTING)
4323201G,KB스타리츠 3R,KOSPI,신주인수권증서,2026-03-31,2026-04-07,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
71901B92,KB와이즈스타부동산1A,KOSPI,수익증권,2019-05-17,2022-08-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71903B92,KB와이즈스타부동산1C-F,KOSPI,수익증권,2019-05-17,2022-08-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71902B92,KB와이즈스타부동산1C-퇴직,KOSPI,수익증권,2019-05-17,2022-08-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71901B9B,KB와이즈스타부동산3A,KOSPI,수익증권,2020-02-14,2024-11-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71902B9B,KB와이즈스타부동산3C-F,KOSPI,수익증권,2020-02-14,2024-11-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719017RB,KB웰리안부동산7,KOSPI,수익증권,2006-02-09,2008-11-11,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719017S3,KB웰리안부동산8,KOSPI,수익증권,2006-06-23,2009-03-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
021960,KB캐피탈,KOSPI,주권,1996-11-19,2017-07-21,지주회사(최대주주등)의 완전자회사화 등,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
719017R1,KB편안한부동산1,KOSPI,수익증권,2005-04-19,2007-01-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
11965016,KC코트렐 5R,KOSPI,신주인수권증서,2016-05-31,2016-06-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
1196501B,KC코트렐 6R,KOSPI,신주인수권증서,2021-06-23,2021-06-30,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
1196501D,KC코트렐 9R,KOSPI,신주인수권증서,2023-07-21,2023-07-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
09222212,KEC 3WR,KOSPI,신주인수권증권,2012-05-04,2015-03-20,신주인수권증권 행사기간 및 행사의 만료,,092220,KEC,FinanceDataReader.StockListing(KRX-DELISTING)
09222013,KEC 8R,KOSPI,신주인수권증서,2013-10-11,2013-10-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
09222016,KEC 9R,KOSPI,신주인수권증서,2016-06-23,2016-06-30,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
008480,KEP전자,KOSPI,주권,1987-07-24,2002-04-19,감사의견 의견거절,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
008485,KEP전자(1우B),KOSPI,주권,2001-05-23,2002-04-19,감사의견 의견거절,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
10907014,KGP15R,KOSPI,신주인수권증서,2014-12-12,2014-12-19,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
016385,KG스틸우,KOSPI,주권,1989-09-21,2022-07-15,종류주식 상장주식수 미달 2반기 계속,금속,016380,KG스틸,FinanceDataReader.StockListing(KRX-DELISTING)
033180,KH 필룩스,KOSPI,주권,2001-12-26,2026-01-15,감사의견 의견거절 2년 계속,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
75901BB7,KIAMCO 뉴딜인프라,KOSPI,수익증권,2021-10-15,2022-08-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,397360,케이디비인프라,FinanceDataReader.StockListing(KRX-DELISTING)
018590,KNC,KOSPI,주권,1997-10-28,2004-01-24,최종부도발생,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
00004217,KR모터스 1WR,KOSPI,신주인수권증권,2017-08-14,2022-06-29,신주인수권증권 행사기간 및 행사의 만료,,000040,KR모터스,FinanceDataReader.StockListing(KRX-DELISTING)
0000401A,KR모터스 41R,KOSPI,신주인수권증서,2020-04-09,2020-04-17,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0000401E,KR모터스 45R,KOSPI,신주인수권증서,2024-04-11,2024-04-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
733017R2,KTB실크로드특별3,KOSPI,수익증권,2005-03-23,2007-06-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733027R7,KTB실크로드특별5,KOSPI,수익증권,2005-09-15,2008-07-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733037QA,KTB오륙도특별,KOSPI,수익증권,2004-12-16,2007-01-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733017Q7,KTB웰빙특별,KOSPI,수익증권,2004-09-24,2006-05-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733017QA,KTB칸피,KOSPI,수익증권,2004-12-06,2005-10-06,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733017T1,KTB칸피19,KOSPI,수익증권,2007-04-18,2008-01-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733027QA,KTB칸피2,KOSPI,수익증권,2004-12-06,2005-10-26,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733017R1,KTB칸피던스3,KOSPI,수익증권,2005-02-14,2005-10-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
733017Q8,KTB파주,KOSPI,수익증권,2004-09-24,2005-08-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047220,다올자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
032390,KTF,KOSPI,주권,2004-04-29,2009-06-23,해산 사유 발생,통신,,,FinanceDataReader.StockListing(KRX-DELISTING)
002610,LGEI,KOSPI,주권,1970-04-13,2003-03-11,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
002615,LGEI(1우),KOSPI,주권,1988-07-02,2003-03-11,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
000170,LG금속,KOSPI,주권,1975-12-13,1999-04-08,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
015940,LG데이콤,KOSPI,주권,1993-01-30,2010-01-15,해산 사유 발생,통신,,,FinanceDataReader.StockListing(KRX-DELISTING)
0159421Q,LG데이콤2WR,KOSPI,신주인수권증권,2004-10-05,2007-09-05,신주인수권증권 행사기간 및 행사의 만료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0342201E,LG디스플레이 6R,KOSPI,신주인수권증서,2024-02-19,2024-02-26,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
068870,LG생명과학,KOSPI,주권,2002-08-16,2017-01-17,해산 사유 발생,제약,,,FinanceDataReader.StockListing(KRX-DELISTING)
068875,LG생명과학우,KOSPI,주권,2002-08-16,2017-01-17,해산 사유 발생,제약,,,FinanceDataReader.StockListing(KRX-DELISTING)
012990,LG석유화학,KOSPI,주권,2001-07-18,2007-11-15,해산 사유 발생,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
0110721W,LG이노텍 1WR,KOSPI,신주인수권증권,2009-08-24,2012-07-12,신주인수권증권 행사기간 및 행사의 만료,,011070,LG이노텍,FinanceDataReader.StockListing(KRX-DELISTING)
06657011,LG전자 76R,KOSPI,신주인수권증서,2011-12-05,2011-12-12,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
011650,LG정보,KOSPI,주권,1995-08-18,2000-09-20,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
008810,LG종금,KOSPI,주권,1973-10-25,1999-11-01,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
032710,LG카드,KOSPI,주권,2002-04-22,2007-10-10,지주회사의 완전자회사화(지주회사 신규상장),기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
045820,LG파워콤,KOSPI,주권,2008-11-27,2010-01-15,해산 사유 발생,통신,,,FinanceDataReader.StockListing(KRX-DELISTING)
000685,LS네트웍스우,KOSPI,주권,1994-09-22,2014-07-15,종류주식 상장주식수 미달 2반기 계속,유통,000680,LS네트웍스,FinanceDataReader.StockListing(KRX-DELISTING)
000687,LS네트웍스전환상환2우B,KOSPI,주권,2010-12-01,2015-11-26,존속기간 만료,유통,000680,LS네트웍스,FinanceDataReader.StockListing(KRX-DELISTING)
18171015,NHN엔터테인먼트 2R,KOSPI,신주인수권증서,2015-03-04,2015-03-11,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
016420,NH농협증권,KOSPI,주권,1988-03-28,2015-01-20,해산 사유 발생,증권,,,FinanceDataReader.StockListing(KRX-DELISTING)
4007601F,NH올원리츠 4R,KOSPI,신주인수권증서,2025-08-14,2025-08-22,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
723036L5,OK뉴하이AD1-1,KOSPI,수익증권,2000-06-30,2001-05-17,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723026L5,OK뉴하이BD2-1,KOSPI,수익증권,2000-06-30,2001-05-17,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723046L5,OK뉴하이BD2-2,KOSPI,수익증권,2000-06-30,2001-05-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723012M3,OK하이일드B1,KOSPI,수익증권,2001-07-19,2002-03-23,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723011KC,OK하이일드C1,KOSPI,수익증권,2000-03-17,2000-12-14,,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723021KC,OK하이일드C1-2,KOSPI,수익증권,2000-03-17,2000-12-26,,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723031KC,OK하이일드C1-4,KOSPI,수익증권,2000-03-17,2000-12-26,,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723011L1,OK하이일드C1-5,KOSPI,수익증권,2000-03-17,2001-01-09,,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723016L3,OK후순위채D1-1호,KOSPI,수익증권,2000-06-30,2001-03-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723026L3,OK후순위채D1-2호,KOSPI,수익증권,2000-06-30,2001-03-29,,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723036L3,OK후순위채D1-3호,KOSPI,수익증권,2000-06-30,2001-03-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723016L4,OK후순위채D2-1호,KOSPI,수익증권,2000-06-30,2001-04-19,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723026L4,OK후순위채D2-2호,KOSPI,수익증권,2000-06-30,2001-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
723016L5,OK후순위채D2-3호,KOSPI,수익증권,2000-06-30,2001-05-02,수익증권 신탁기간의 만료 또는 전액 중도 환수,,031890,SK투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
737017S7,PAM부동산3호,KOSPI,수익증권,2006-09-26,2009-02-20,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082570,에이케이파트너스자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
737027S7,PAM부동산3호,KOSPI,수익증권,2009-04-24,2019-07-26,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082570,에이케이파트너스자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
701041L2,PK하이6단위10,KOSPI,수익증권,2000-05-09,2000-08-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701051L2,PK하이6단위6,KOSPI,수익증권,2000-05-09,2000-08-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701041KC,PK하이일드6단위1,KOSPI,수익증권,2000-02-16,2000-06-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701031L1,PK하이일드6단위2,KOSPI,수익증권,2000-04-14,2000-07-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701051KC,PK하이일드6단위3,KOSPI,수익증권,2000-02-16,2000-06-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701091L1,PK하이일드6단위5,KOSPI,수익증권,2000-04-14,2000-07-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701051L1,PK하이일드6단위7,KOSPI,수익증권,2000-04-14,2000-07-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701101L1,PK하이일드6단위8,KOSPI,수익증권,2000-04-14,2001-07-18,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701111L1,PK하이일드6단위9,KOSPI,수익증권,2000-04-14,2000-07-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701011KC,PK하이일드C-10,KOSPI,수익증권,2000-02-16,2000-12-02,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701121L1,PK하이일드C-11,KOSPI,수익증권,2000-04-14,2001-01-28,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701031KB,PK하이일드C-15,KOSPI,수익증권,2000-02-16,2000-11-14,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701081KB,PK하이일드C-16,KOSPI,수익증권,2000-02-16,2000-11-25,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701091KB,PK하이일드C-17,KOSPI,수익증권,2000-02-16,2000-11-25,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701111KB,PK하이일드C-18,KOSPI,수익증권,2000-02-16,2000-11-29,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701071KB,PK하이일드C-19,KOSPI,수익증권,2000-02-16,2000-11-24,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701021L1,PK하이일드C-29,KOSPI,수익증권,2000-04-14,2001-01-06,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701011L2,PK하이일드C-30,KOSPI,수익증권,2000-05-09,2001-02-02,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701011KB,PK하이일드C-7,KOSPI,수익증권,2000-02-02,2000-11-11,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701021KB,PK하이일드C-8,KOSPI,수익증권,2000-02-16,2000-11-14,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701061KB,PK하이일드C-9,KOSPI,수익증권,2000-02-16,2000-11-23,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701041KB,PK하이일드P-1,KOSPI,수익증권,2000-02-16,2000-11-14,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701011L1,PK하이일드P-11,KOSPI,수익증권,2000-04-14,2001-01-06,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701021KC,PK하이일드P-13,KOSPI,수익증권,2000-02-16,2000-12-08,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701031KC,PK하이일드P-14,KOSPI,수익증권,2000-02-16,2000-12-23,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701041L1,PK하이일드P-15,KOSPI,수익증권,2000-04-14,2001-01-12,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701081L1,PK하이일드P-16,KOSPI,수익증권,2000-04-14,2001-01-19,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701061L1,PK하이일드P-17,KOSPI,수익증권,2000-04-14,2001-01-18,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701071L1,PK하이일드P-18,KOSPI,수익증권,2000-04-14,2001-01-24,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701021L2,PK하이일드P-19,KOSPI,수익증권,2000-05-09,2001-02-01,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701031L2,PK하이일드P-20,KOSPI,수익증권,2000-05-09,2001-02-02,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701051KB,PK하이일드P-7,KOSPI,수익증권,2000-02-16,2000-11-23,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701101KB,PK하이일드P-8,KOSPI,수익증권,2000-02-16,2000-11-29,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701061L2,PK후순위채1단위1,KOSPI,수익증권,2000-05-17,2001-02-09,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701181L2,PK후순위채1단위3,KOSPI,수익증권,2000-05-17,2001-02-21,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701191L2,PK후순위채1단위4,KOSPI,수익증권,2000-05-17,2001-02-24,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701071L2,PK후순위채1단위5,KOSPI,수익증권,2000-05-17,2001-02-14,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701081L2,PK후순위채1단위6,KOSPI,수익증권,2000-05-17,2001-02-16,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701161L2,PK후순위채1단위7,KOSPI,수익증권,2000-05-17,2001-02-20,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701131L2,PK후순위채1단위8,KOSPI,수익증권,2000-05-17,2001-02-28,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701051L3,PK후순위채1단위9,KOSPI,수익증권,2000-06-16,2001-03-08,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701091L2,PK후순위채6단위1,KOSPI,수익증권,2000-05-17,2000-08-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701101L2,PK후순위채6단위2,KOSPI,수익증권,2000-05-17,2000-08-13,,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701141L2,PK후순위채6단위3,KOSPI,수익증권,2000-05-17,2000-08-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701111L2,PK후순위채6단위5,KOSPI,수익증권,2000-05-17,2000-08-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701121L2,PK후순위채6단위6,KOSPI,수익증권,2000-05-17,2000-08-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701171L2,PK후순위채6단위7,KOSPI,수익증권,2000-05-17,2000-08-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
701151L2,PK후순위채6단위8,KOSPI,수익증권,2000-05-17,2000-08-29,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047240,한국투자신탁운용,FinanceDataReader.StockListing(KRX-DELISTING)
950100,SBI모기지,KOSPI,주식예탁증권,2012-04-30,2015-01-07,신청에 의한 상장폐지,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
101060,SBS미디어홀딩스,KOSPI,주권,2008-03-24,2022-01-18,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
034770,SEI에셋,KOSPI,투자회사,1999-04-27,2000-02-25,존속기간 만료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
001385,SG충남방적우,KOSPI,주권,1995-03-21,2013-12-09,종류주식 시가총액 미달,섬유·의류,001380,SG글로벌,FinanceDataReader.StockListing(KRX-DELISTING)
002365,SH에너지화학우,KOSPI,주권,1990-02-21,2014-07-15,종류주식 상장주식수 미달 2반기 계속,화학,002360,SH에너지화학,FinanceDataReader.StockListing(KRX-DELISTING)
003600,SK,KOSPI,주권,1984-11-12,2015-08-17,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
0117901G,SKC 10R,KOSPI,신주인수권증서,2026-04-27,2026-05-06,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
001745,SK네트웍스우,KOSPI,주권,1989-12-21,2023-07-17,종류주식 상장주식수 미달 2반기 계속,유통,001740,SK네트웍스,FinanceDataReader.StockListing(KRX-DELISTING)
21098018,SK디앤디 6R,KOSPI,신주인수권증서,2018-12-05,2018-12-12,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
068400,SK렌터카,KOSPI,주권,2012-07-27,2024-01-31,지주회사(최대주주등)의 완전자회사화 등,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
3954001C,SK리츠 1R,KOSPI,신주인수권증서,2022-07-20,2022-07-27,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
3954001D,SK리츠 4R,KOSPI,신주인수권증서,2023-09-06,2023-09-13,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
003605,SK우,KOSPI,주권,1990-04-24,2015-08-17,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
0967701D,SK이노베이션 8R,KOSPI,신주인수권증서,2023-08-25,2023-09-01,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00151018,SK증권 39R,KOSPI,신주인수권증서,2018-11-16,2018-11-23,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00612015,SK케미칼 36R,KOSPI,신주인수권증서,2015-11-16,2015-11-23,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
01181212,STX 1WR,KOSPI,신주인수권증권,2013-09-25,2014-04-07,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),,011810,STX,FinanceDataReader.StockListing(KRX-DELISTING)
0118101B,STX 40R,KOSPI,신주인수권증서,2021-07-15,2021-07-22,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
