Code,Name,Market,SecuGroup,ListingDate,DelistingDate,Reason,Industry,ToSymbol,ToName,source
025151,삼주건설1신,KOSDAQ,주권,1996-07-01,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
05409011,삼진엘앤디5R,KOSDAQ,신주인수권증서,2011-11-17,2011-11-24,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
05409014,삼진엘앤디9R,KOSDAQ,신주인수권증서,2014-10-06,2014-10-14,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
024951,삼천리자전1,KOSDAQ,주권,1999-02-18,1999-12-29,,,024950,삼천리자전거,FinanceDataReader.StockListing(KRX-DELISTING)
008920,삼천전기,KOSDAQ,주권,1996-07-01,2000-01-28,피흡수합병,,,,FinanceDataReader.StockListing(KRX-DELISTING)
008921,삼천전기1신,KOSDAQ,주권,1996-07-11,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
009950,삼한실업,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
033070,삼한콘트롤스,KOSDAQ,주권,1997-08-18,2002-04-18,최종부도 또는 당좌거래정지(1년),기계·장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
033075,삼한콘트롤스우,KOSDAQ,주권,2001-09-04,2002-04-18,최종부도 또는 당좌거래정지(1년),기계·장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
008010,삼협개발,KOSDAQ,주권,1996-07-01,1998-12-11,자진 등록취소,,,,FinanceDataReader.StockListing(KRX-DELISTING)
023880,삼협산업,KOSDAQ,주권,1996-07-01,1999-07-22,주식분산기준 미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
004520,삼호건설,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
033210,삼화기연,KOSDAQ,주권,1997-10-13,2004-03-31,감사의견거절(취소사유발생일 : 2004년 3월 15일),전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
000600,삼화실업,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
021220,삼화정밀,KOSDAQ,주권,1996-07-01,1998-04-11,최종부도,,,,FinanceDataReader.StockListing(KRX-DELISTING)
021221,삼화정밀1신,KOSDAQ,주권,1996-07-06,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
02758016,상보 12R,KOSDAQ,신주인수권증서,2016-06-27,2016-07-04,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
02758019,상보 14R,KOSDAQ,신주인수권증서,2019-07-22,2019-07-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
02758217,상보 2WR,KOSDAQ,신주인수권증권,2017-12-22,2021-11-08,신주인수권 행사기간 만료,,027580,상보,FinanceDataReader.StockListing(KRX-DELISTING)
329560,상상인이안제2호스팩,KOSDAQ,주권,2019-08-30,2022-04-04,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
415580,상상인제3호스팩,KOSDAQ,주권,2022-04-29,2024-12-04,합병상장예비심사신청서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
452670,상상인제4호스팩,KOSDAQ,주권,2023-09-14,2026-04-21,상장예비심사신청서 미제출 등으로 관리종목으로 지정된 날부터 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
09158018,상신이디피 11R,KOSDAQ,신주인수권증서,2018-06-08,2018-06-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
066300,샤인시스템,KOSDAQ,주권,2002-09-25,2010-06-29,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
3788001F,샤페론 16R,KOSDAQ,신주인수권증서,2025-10-14,2025-10-21,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00673017,서부T&D 15R,KOSDAQ,신주인수권증서,2017-09-29,2017-10-16,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
011520,서울가든,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0437121A,서울리거 4WR,KOSDAQ,신주인수권증권,2020-03-10,2023-01-26,신주인수권 행사기간 만료,,043710,코스리거글로벌,FinanceDataReader.StockListing(KRX-DELISTING)
034121,서울방송1,KOSDAQ,주권,1999-05-14,1999-12-29,,,034120,SBS,FinanceDataReader.StockListing(KRX-DELISTING)
031951,서울시스템1신,KOSDAQ,주권,1997-05-13,1997-06-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
031957,서울시스템2우,KOSDAQ,주권,1997-06-28,1997-11-21,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
031958,서울시스템2우1신,KOSDAQ,주권,1997-05-13,1997-06-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
031955,서울시스템우선,KOSDAQ,주권,1996-12-23,1997-11-21,등록취소사유 코드,,,,FinanceDataReader.StockListing(KRX-DELISTING)
019460,서울창업투자,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
008170,서은상호신용금고,KOSDAQ,주권,1996-07-01,1997-12-06,주식분산기준 미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
17832018,서진시스템 8R,KOSDAQ,신주인수권증서,2018-07-06,2018-07-13,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03589211,서희건설 12WR,KOSDAQ,신주인수권증권,2011-05-24,2014-04-08,신주인수권 행사기간 만료,,035890,서희건설,FinanceDataReader.StockListing(KRX-DELISTING)
03589011,서희건설 19R,KOSDAQ,신주인수권증서,2011-12-07,2011-12-14,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03589012,서희건설 20R,KOSDAQ,신주인수권증서,2012-06-11,2012-06-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
014090,석천,KOSDAQ,주권,1996-07-01,2000-06-07,자본전액잠식(2년),,,,FinanceDataReader.StockListing(KRX-DELISTING)
217620,선샤인푸드,KOSDAQ,주권,2015-06-10,2026-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
068770,선우중공업,KOSDAQ,주권,2005-05-20,2010-06-17,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",기계·장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
014250,선일옵트론,KOSDAQ,주권,1997-01-07,1998-08-24,부도,,,,FinanceDataReader.StockListing(KRX-DELISTING)
054010,선팩테크,KOSDAQ,주권,2001-10-23,2011-10-06,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),IT부품,,,FinanceDataReader.StockListing(KRX-DELISTING)
034650,성공파트너1,KOSDAQ,투자회사,1999-03-12,2000-02-24,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
003860,성담,KOSDAQ,주권,1996-07-01,1999-10-30,주식분산기준미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
008430,성보섬유(장외),KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
053440,성우몰드,KOSDAQ,주권,2001-08-21,2010-04-21,상장폐지신청('10.3.29),운송장비·부품,,,FinanceDataReader.StockListing(KRX-DELISTING)
01575018,성우하이텍 11R,KOSDAQ,신주인수권증서,2018-05-30,2018-06-07,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
900150,성융광전투자,KOSDAQ,외국주권,2010-09-15,2012-09-26,감사의견거절(감사범위 제한 및 계속기업존속능력 불확실성),일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
037650,성진산업,KOSDAQ,주권,1999-12-24,2005-04-05,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
047600,세계투어,KOSDAQ,주권,2001-01-11,2011-09-09,자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일이내 반기검토(감사)보고서 미제출,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
056060,세니콘,KOSDAQ,주권,2002-01-15,2006-04-08,감사범위제한으로 인한 의견거절(상장폐지사유 발생일 : 2006년 03월 27일),유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
05306017,세동 3R,KOSDAQ,신주인수권증서,2017-02-20,2017-02-27,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0530601B,세동 9R,KOSDAQ,신주인수권증서,2021-06-21,2021-06-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
050600,세라온,KOSDAQ,주권,2001-06-21,2008-09-09,2회연속 자본잠식률 50%이상,정보기기,,,FinanceDataReader.StockListing(KRX-DELISTING)
033040,세림아이텍,KOSDAQ,주권,1997-08-18,2002-11-26,"신고,공시의무를 위반하여 투자유의종목으로 지정된 후 1년이내에 불성실공시법인으로 지정 및 최근 2년간 3회 이상 불성실공시법인으로 지정",일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
033041,세림아이텍1신,KOSDAQ,주권,1998-04-14,1998-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
081220,세미텍,KOSDAQ,주권,2008-05-23,2014-03-03,피흡수합병,반도체,,,FinanceDataReader.StockListing(KRX-DELISTING)
020620,세본금속,KOSDAQ,주권,1996-07-01,1997-01-01,주식분산기준 미달후 6월 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
020625,세본금속우선,KOSDAQ,주권,1996-07-01,1997-01-01,최종부도 또는 당좌거래정지(1년),,,,FinanceDataReader.StockListing(KRX-DELISTING)
017160,세븐코스프,KOSDAQ,주권,1992-09-07,2011-04-29,감사의견거절(감사범위제한 및 계속기업으로서의 존속능력에 대한 불확실성),음식료·담배,,,FinanceDataReader.StockListing(KRX-DELISTING)
084450,세실,KOSDAQ,주권,2007-11-20,2011-02-10,감사의견거절(범위제한 및 계속기업 존속 불확실성),제약,,,FinanceDataReader.StockListing(KRX-DELISTING)
033020,세아메탈,KOSDAQ,주권,2001-05-10,2004-12-20,자진등록취소,금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
052190,세영디앤씨,KOSDAQ,주권,2001-06-21,2022-05-27,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),오락·문화,,,FinanceDataReader.StockListing(KRX-DELISTING)
013730,세원,KOSDAQ,주권,1996-07-01,1998-04-29,발행회사 취소요청,,,,FinanceDataReader.StockListing(KRX-DELISTING)
036910,세원텔레콤,KOSDAQ,주권,1999-11-11,2004-06-01,"회사정리절차 개시신청
(취소사유발생일 : 2004년 5월 3일) ",통신장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
052520,세이에이스MF,KOSDAQ,투자회사,2001-03-12,2002-04-23,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
051070,세이우량채2MF,KOSDAQ,투자회사,2001-02-05,2001-11-19,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
044240,세이우량채권,KOSDAQ,투자회사,2000-06-30,2001-05-08,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
045790,세이채권혼합MF,KOSDAQ,투자회사,2000-07-24,2001-06-19,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
049990,세이플러스MF,KOSDAQ,투자회사,2000-11-06,2001-09-11,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03663016,세종텔레콤 30R,KOSDAQ,신주인수권증서,2016-03-09,2016-03-16,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03663017,세종텔레콤 31R,KOSDAQ,신주인수권증서,2017-07-18,2017-07-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
08044012,세진전자 11R,KOSDAQ,신주인수권증서,2012-06-13,2012-06-20,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
222810,세토피아,KOSDAQ,주권,2015-08-13,2026-03-16,감사의견 거절(계속기업 존속능력 불확실성),금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
009011,세화1신,KOSDAQ,주권,1996-09-20,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
021740,세화기술투자,KOSDAQ,주권,1992-12-29,2002-10-24,피흡수합병,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
3213701E,센서뷰 10R,KOSDAQ,신주인수권증서,2024-11-28,2024-12-05,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2996601E,셀리드 12R,KOSDAQ,신주인수권증서,2024-07-17,2024-07-24,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2996601F,셀리드 13R,KOSDAQ,신주인수권증서,2025-05-28,2025-06-05,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
268600,셀리버리,KOSDAQ,주권,2018-11-09,2025-03-07,감사의견 거절(감사범위 제한 및 계속기업 가정 불확실성),일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
1088601D,셀바스AI 15R,KOSDAQ,신주인수권증서,2023-06-05,2023-06-13,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2083701D,셀바스헬스케어 15R,KOSDAQ,신주인수권증서,2023-05-31,2023-06-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
091990,셀트리온헬스케어,KOSDAQ,주권,2017-07-28,2024-01-12,피흡수합병,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
053110,소리바다,KOSDAQ,주권,2001-10-09,2022-09-07,감사의견 거절(감사범위 제한),디지털컨텐츠,,,FinanceDataReader.StockListing(KRX-DELISTING)
035010,소예,KOSDAQ,주권,1999-06-11,2009-11-03,최근 사업연도의 재무제표에 대한 감사인의 감사의견거절,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
03268014,소프트센30R,KOSDAQ,신주인수권증서,2014-07-10,2014-07-17,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
049790,소프트윈,KOSDAQ,주권,2001-02-13,2002-11-28,최종부도 및 은행거래정지,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
06691019,손오공 10R,KOSDAQ,신주인수권증서,2019-08-16,2019-08-23,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0669101F,손오공 13R,KOSDAQ,신주인수권증서,2025-02-20,2025-02-27,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
04310012,솔고바이오 12R,KOSDAQ,신주인수권증서,2013-01-03,2013-01-10,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
04310015,솔고바이오 14R,KOSDAQ,신주인수권증서,2015-08-17,2015-08-24,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
04310016,솔고바이오 16R,KOSDAQ,신주인수권증서,2016-12-15,2016-12-22,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
04310213,솔고바이오 1WR,KOSDAQ,신주인수권증권,2013-11-01,2016-09-20,신주인수권 행사기간 만료,,043100,알파AI,FinanceDataReader.StockListing(KRX-DELISTING)
044440,솔빛미디어,KOSDAQ,주권,2000-08-03,2005-04-26,감사의견거절(상장폐지사유 발생일 : 2005년 04월 11일),일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
056500,슈마일렉트론,KOSDAQ,주권,2002-06-04,2005-04-05,감사의견거절(상장폐지사유 발생일 : 2005년 03월 22일),정보기기,,,FinanceDataReader.StockListing(KRX-DELISTING)
136510,스마트솔루션즈,KOSDAQ,주권,2011-11-18,2024-07-25,감사의견 거절,기계·장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
0994401F,스맥 15R,KOSDAQ,신주인수권증서,2025-06-02,2025-06-11,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2760401F,스코넥 34R,KOSDAQ,신주인수권증서,2025-07-07,2025-07-14,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
017050,스타맥스,KOSDAQ,주권,1994-06-28,2010-04-05,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정 ",유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
027890,스탠더드텔레,KOSDAQ,주권,1996-06-07,2003-04-05,감사의견부적정(취소사유발생일:2003년 3월 21일),통신장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
027891,스탠더드텔레1신,KOSDAQ,주권,1996-07-01,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
027892,스탠더드텔레2신,KOSDAQ,주권,1996-07-01,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
027893,스탠더드텔레3신,KOSDAQ,주권,1996-07-29,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
027894,스탠더드텔레전환,KOSDAQ,주권,1996-09-05,1996-12-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
043680,스톰이앤에프,KOSDAQ,주권,2000-07-27,2011-04-13,자본전액잠식 등,오락·문화,,,FinanceDataReader.StockListing(KRX-DELISTING)
204630,스튜디오산타클로스,KOSDAQ,주권,2014-12-29,2026-03-18,감사의견 한정(감사범위 제한),오락·문화,,,FinanceDataReader.StockListing(KRX-DELISTING)
2046301D,스튜디오산타클로스 26R,KOSDAQ,신주인수권증서,2023-05-26,2023-06-05,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
087220,스틸플라워,KOSDAQ,주권,2009-10-27,2018-05-08,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
08722016,스틸플라워 7R,KOSDAQ,신주인수권증서,2016-10-21,2016-10-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
08722015,스틸플라워4R,KOSDAQ,신주인수권증서,2015-03-30,2015-04-06,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
039670,스포츠서울,KOSDAQ,주권,2004-01-16,2022-04-20,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,출판·매체복제,,,FinanceDataReader.StockListing(KRX-DELISTING)
11161011,승화명품건설 4R,KOSDAQ,신주인수권증서,2011-11-21,2011-11-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
111610,승화프리텍,KOSDAQ,주권,2010-01-06,2016-01-25,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",건설,,,FinanceDataReader.StockListing(KRX-DELISTING)
037320,시노펙스그린테크,KOSDAQ,주권,2002-09-17,2012-03-19,피흡수합병,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
2696221B,시스웍 7WR,KOSDAQ,신주인수권증권,2021-11-17,2022-04-05,기초주권 관리종목 지정,,269620,시스웍,FinanceDataReader.StockListing(KRX-DELISTING)
037280,시스컴,KOSDAQ,주권,2000-02-29,2003-03-29,"최종부도 및 은행거래정지
(취소사유발생일 : 2003년 3월 14일)",정보기기,,,FinanceDataReader.StockListing(KRX-DELISTING)
4292701F,시지트로닉스 4R,KOSDAQ,신주인수권증서,2025-12-03,2025-12-10,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
066330,시큐리티KOR,KOSDAQ,주권,2002-05-17,2008-04-12,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
037060,시큐어소프트,KOSDAQ,주권,2001-08-14,2007-04-04,재감사보고서상 감사의견거절,소프트웨어,,,FinanceDataReader.StockListing(KRX-DELISTING)
2156001E,신라젠 22R,KOSDAQ,신주인수권증서,2024-05-30,2024-06-07,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
014270,신림종합건설,KOSDAQ,주권,1996-07-01,1997-07-10,주식분산기준 미달후 1년 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
031920,신민저축은행,KOSDAQ,주권,1996-12-23,2013-02-27,2반기 연속 자본잠식률 50%이상,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
012360,신신상사,KOSDAQ,주권,1996-07-01,1998-08-10,주식분산기준 미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
08683015,신양 5R,KOSDAQ,신주인수권증서,2015-06-23,2015-06-30,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
08683014,신양4R,KOSDAQ,신주인수권증서,2014-09-01,2014-09-11,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
086830,신양오라컴,KOSDAQ,주권,2006-12-27,2017-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),IT부품,,,FinanceDataReader.StockListing(KRX-DELISTING)
344050,신영스팩6호,KOSDAQ,주권,2020-02-12,2023-02-17,피흡수합병(스팩소멸합병),금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
419270,신영스팩7호,KOSDAQ,주권,2022-04-28,2024-04-25,피흡수합병(스팩소멸합병),금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
430220,신영스팩8호,KOSDAQ,주권,2022-08-26,2025-08-22,피흡수합병(스팩소멸합병),금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
445970,신영스팩9호,KOSDAQ,주권,2022-12-27,2025-08-01,합병상장예비심사신청서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
016310,신우산업기기,KOSDAQ,주권,1996-07-01,1996-12-09,당좌거래정지,,,,FinanceDataReader.StockListing(KRX-DELISTING)
026900,신원금속,KOSDAQ,주권,1996-07-01,1998-12-11,자진 등록취소,,,,FinanceDataReader.StockListing(KRX-DELISTING)
007990,신중앙상호신용금고,KOSDAQ,주권,1996-07-01,1997-12-06,주식분산기준 미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
078700,신지소프트,KOSDAQ,주권,2004-10-29,2010-02-27,시가총액 40억원 미달,소프트웨어,,,FinanceDataReader.StockListing(KRX-DELISTING)
012861,신창전기1신,KOSDAQ,주권,1996-07-01,1996-12-29,,,012860,모베이스전자,FinanceDataReader.StockListing(KRX-DELISTING)
2263301F,신테카바이오 34R,KOSDAQ,신주인수권증서,2025-11-26,2025-12-03,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
099660,신텍,KOSDAQ,주권,2009-04-30,2018-07-09,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
09966013,신텍 6R,KOSDAQ,신주인수권증서,2013-02-05,2013-02-13,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
054530,신한SIT,KOSDAQ,주권,2001-08-28,2004-04-03,감사의견거절(취소사유발생일 : 2004년 3월 20일),일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
019730,신한모방,KOSDAQ,주권,1996-07-01,1998-08-10,주식분산기준 미달,,,,FinanceDataReader.StockListing(KRX-DELISTING)
418210,신한제10호스팩,KOSDAQ,주권,2022-07-29,2025-04-04,합병상장예비심사신청서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
452980,신한제11호스팩,KOSDAQ,주권,2023-10-04,2026-05-07,합병상장예비심사신청서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
257730,신한제3호스팩,KOSDAQ,주권,2017-02-23,2019-10-01,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
277480,신한제4호스팩,KOSDAQ,주권,2017-10-20,2020-08-20,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
366330,신한제7호스팩,KOSDAQ,주권,2021-02-04,2023-09-18,피흡수합병(스팩소멸합병),금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
393360,신한제8호스팩,KOSDAQ,주권,2021-09-27,2024-04-30,합병상장예비심사신청서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
405640,신한제9호스팩,KOSDAQ,주권,2022-04-27,2024-06-11,피흡수합병(스팩소멸합병),금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
019230,신한종합비료,KOSDAQ,주권,1996-07-01,1997-07-10,당좌거래정지 및 거래실적 부진후 2년 경과,,,,FinanceDataReader.StockListing(KRX-DELISTING)
023780,신한캐피탈,KOSDAQ,주권,1994-11-07,2001-09-13,기타 등록취소,,,,FinanceDataReader.StockListing(KRX-DELISTING)
018910,신호테크,KOSDAQ,주권,1996-07-01,1996-08-07,피흡수합병,,,,FinanceDataReader.StockListing(KRX-DELISTING)
024081,신화실크1,KOSDAQ,주권,2000-08-17,2001-01-02,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
05670212,신화인터텍 16WR,KOSDAQ,신주인수권증권,2012-08-24,2015-07-10,신주인수권 행사기간 만료,,056700,신화인터텍,FinanceDataReader.StockListing(KRX-DELISTING)
18727017,신화콘텍 5R,KOSDAQ,신주인수권증서,2017-06-02,2017-06-12,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
082930,실리콘화일,KOSDAQ,주권,2008-04-25,2014-05-23,상장폐지신청('14.04.22),반도체,,,FinanceDataReader.StockListing(KRX-DELISTING)
035300,실크로드,KOSDAQ,투자회사,1999-08-13,2000-06-15,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
035310,실크로드2호,KOSDAQ,투자회사,1999-08-13,2000-06-29,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
042460,실크성장1호,KOSDAQ,투자회사,2000-06-16,2001-04-03,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
043400,실크성장2호,KOSDAQ,투자회사,2000-06-16,2001-04-24,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
045860,실크성장삼호MF,KOSDAQ,투자회사,2000-07-24,2001-06-12,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
036300,실크자산 1,KOSDAQ,투자회사,1999-11-12,2000-09-19,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
036650,실크자산2,KOSDAQ,투자회사,1999-12-24,2000-09-26,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
037040,실크자산3,KOSDAQ,투자회사,1999-12-24,2000-10-24,증권투자회사법 64조에 의한 해산사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
042470,심스밸리,KOSDAQ,주권,2000-07-19,2002-11-16,최종부도 및 은행거래정지,정보기기,,,FinanceDataReader.StockListing(KRX-DELISTING)
2228001A,심텍 5R,KOSDAQ,신주인수권증서,2020-04-07,2020-04-14,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
